Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,city,country,lat,lng
Nero d'Avola 2017,Italy,Terre Siciliane,Colosi,3.8,1055,8.68,2017,Terre Siciliane,Italy,42.83333,12.83333
Bordeaux 2015,France,Bordeaux,Jean-Pierre Moueix,3.5,1056,10.21,2015,Bordeaux,France,44.841225,-0.5800364
Cabernet Sauvignon 2018,United States,California,Woodbridge by Robert Mondavi,3.4,1056,8.95,2018,California,United States,36.7014631,-118.755997
Tinto 2018,Portugal,Lisboa,Porta 6,3.7,1056,9.12,2018,Lisboa,Portugal,38.7077507,-9.1365919
Délicate N.V.,South Africa,Stellenbosch,De Toren,4.1,1056,14.38,N.V.,Stellenbosch,South Africa,-33.934444,18.869167
Aglianico Rubrato 2014,Italy,Irpinia,Feudi di San Gregorio,3.5,1057,10.95,2014,Irpinia,Italy,39.2278067,9.1185486
Gran Verano Cabernet Sauvignon 2018,Chile,Central Valley,Apaltagua,3.4,1059,6.95,2018,Central Valley,Chile,-36.0,-72.0
Grand Estates Merlot 2015,United States,Columbia Valley,Columbia Crest,3.7,1059,12.4,2015,Columbia Valley,United States,46.1576117,-122.9748352
Saint-Julien (Grand Cru Classé) 2017,France,Saint-Julien,Château Beychevelle,4.0,106,86.76,2017,Saint-Julien,France,47.4019947,5.1364639
Copa Santa La Méjanelle 2015,France,Languedoc,Clavel,4.0,106,17.9,2015,Languedoc,France,43.6796869,1.3966515
Cantodoro 2016,Italy,Sicilia,Feudo Arancio,3.6,106,8.5,2016,Sicilia,Italy,37.587794,14.155048
Vitiano San Lorenzo 2014,Italy,Castel San Lorenzo,Falesco,3.9,106,11.95,2014,Castel San Lorenzo,Italy,40.418308,15.227157
Disueri Nero d'Avola 2018,Italy,Sicilia,Cusumano,3.6,106,7.7,2018,Sicilia,Italy,37.587794,14.155048
Kirschgarten Spatburgunder GG 2013,Germany,Pfalz,Knipser,4.2,106,39.95,2013,Pfalz,Germany,53.8156324,13.3702287
B 2017,Spain,Ribera del Duero,Baden Numen,3.8,106,11.21,2017,Ribera del Duero,Spain,41.6657566,-3.6863295
Pinot Noir 2017,Italy,Valle d'Aosta,Ottin - Viticulteur Encaveur,4.0,106,22.5,2017,Valle d'Aosta,Italy,45.730099,7.387426
Protocolo Tinto 2018,Spain,Castilla,Dominio de Eguren,3.7,106,5.95,2018,Castilla,Spain,40.4763551,-3.6800358
Rouge 2016,France,Bordeaux,Bad Boy (Mauvais Garçon),3.9,106,16.9,2016,Bordeaux,France,44.841225,-0.5800364
Côte de Nuits Villages Le Vaucrain 2016,France,Côte de Nuits Villages,Louis Jadot,4.0,106,32.0,2016,Côte de Nuits Villages,France,48.993539,2.061083
Vino Nobile di Montepulciano 2016,Italy,Vino Nobile di Montepulciano,Talosa,3.9,106,17.79,2016,Vino Nobile di Montepulciano,Italy,43.0716467,11.8054771
Yotuel Selección 2014,Spain,Ribera del Duero,Gallego Zapatero,3.6,106,15.75,2014,Ribera del Duero,Spain,41.6657566,-3.6863295
Lanzaga Rioja 2014,Spain,Rioja,Telmo Rodriguez,3.8,106,19.95,2014,Rioja,Spain,42.3285528,-2.4674917
Elysian Collection Merlot 2016,United States,California,Bonterra,3.8,106,26.7,2016,California,United States,36.7014631,-118.755997
La Tiare du Pape Châteauneuf-du-Pape Rouge 2015,France,Châteauneuf-du-Pape,Maison Bouachon,3.9,106,45.0,2015,Châteauneuf-du-Pape,France,44.055989,4.8317351
Spätburgunder Trocken 2015,Germany,Pfalz,Ökonomierat Rebholz,3.9,106,21.4,2015,Pfalz,Germany,53.8156324,13.3702287
El Chocolatero Cariñena 2014,Spain,Cariñena,San Valero,3.2,106,7.75,2014,Cariñena,Spain,41.3382122,-1.2263149
Hermitage La Chapelle Rouge 2016,France,Hermitage,Paul Jaboulet Aîné,4.3,106,249.95,2016,Hermitage,France,47.6406711,-2.7637153
Mas Oliveras Tempranillo 2018,Spain,Catalunya,Ramón Roqueta,3.2,106,6.5,2018,Catalunya,Spain,41.8523094,1.5745043
Pannobile 2015,Austria,Burgenland,Pittnauer,3.9,106,22.13,2015,Burgenland,Austria,47.5000001,16.4166666
Tempus 2018,Italy,Veneto,Stefano Accordini,3.8,106,10.42,2018,Veneto,Italy,45.6476663,11.8665254
Le Clos des Fées (Hervé Bizeul) 2013,France,Côtes du Roussillon,Domaine du Clos des Fées,4.1,106,52.53,2013,Côtes du Roussillon,France,45.3709088,4.8124715
Tío Martín Crianza 2016,Spain,Rioja,D. Mateos,3.8,106,15.69,2016,Rioja,Spain,42.3285528,-2.4674917
Vigna Del Mandorlo Dolcetto d'Alba 2017,Italy,Dolcetto d'Alba,Elvio Cogno,3.4,106,11.5,2017,Dolcetto d'Alba,Italy,42.83333,12.83333
Barolo Bussia 2015,Italy,Barolo,Prunotto,4.1,106,69.0,2015,Barolo,Italy,44.6108408,7.9428448
Tinto 2015,Spain,Rioja,Gran Familia,3.5,106,5.8,2015,Rioja,Spain,42.3285528,-2.4674917
Finca Cuesta Clara Raro Reserva 2015,Spain,Rioja,Campillo,4.2,106,39.99,2015,Rioja,Spain,42.3285528,-2.4674917
Fronsac 2005,France,Fronsac,Château la Vieille Cure,4.0,106,39.95,2005,Fronsac,France,42.9509183,0.6487221
Ventoux 2016,France,Ventoux,Xavier Vignon,3.6,106,8.2,2016,Ventoux,France,48.6778082,2.1768592
Hussonet Cabernet Sauvignon Gran Reserva 2015,Chile,Maipo Valley,Haras de Pirque,3.7,1060,15.95,2015,Maipo Valley,Chile,-30.0,-71.0
Salice Salentino Riserva 2016,Italy,Salice Salentino,Marchese di Borgosole,3.9,1061,8.49,2016,Salice Salentino,Italy,40.3856618,17.9637483
Chianti Classico 2016,Italy,Chianti Classico,Isole e Olena,3.9,1063,20.86,2016,Chianti Classico,Italy,43.3930219,11.3088538
Joseph Meczan Pinot Nero - Blauburgunder Alto Adige 2016,Italy,Südtirol - Alto Adige,J. Hofstätter,3.6,1064,13.48,2016,Südtirol - Alto Adige,Italy,46.441472,11.282121
Brunello di Montalcino 2014,Italy,Brunello di Montalcino,Tenuta Il Poggione,4.2,1065,36.63,2014,Brunello di Montalcino,Italy,43.3204995,11.3281859
Cabernet Sauvignon 2015,United States,Columbia Valley,Columbia Winery,3.8,1065,17.75,2015,Columbia Valley,United States,46.1576117,-122.9748352
Saint-Julien (Grand Cru Classé) 2009,France,Saint-Julien,Château Léoville Barton,4.4,1066,133.06,2009,Saint-Julien,France,47.4019947,5.1364639
Pessac-Léognan (Grand Cru Classé de Graves) 2005,France,Pessac-Léognan,Château Smith Haut-Lafitte,4.4,1066,169.95,2005,Pessac-Léognan,France,44.718997,-0.60521
Cabernet Sauvignon 2013,Mexico,Valle de Guadalupe,L. A. Cetto,3.4,1066,8.65,2013,Valle de Guadalupe,Mexico,21.0426533,-102.6798646
Malbec 2017,Argentina,Mendoza,Catena,4.1,10676,13.5,2017,Mendoza,Argentina,-34.787093,-68.4381868
Saint-Estèphe (Grand Cru Classé) 2009,France,Saint-Estèphe,Château Lafon-Rochet,4.2,1069,75.98,2009,Saint-Estèphe,France,45.5925,0.6633333
Amarone della Valpolicella Classico 2014,Italy,Amarone della Valpolicella Classico,Bolla,4.1,1069,28.99,2014,Amarone della Valpolicella Classico,Italy,42.83333,12.83333
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2014,France,Saint-Émilion Grand Cru,Château Belair-Monange,4.0,107,130.97,2014,Saint-Émilion Grand Cru,France,44.847147,-0.547337
Margaux (Grand Cru Classé) 2017,France,Margaux,Château Lascombes,4.0,107,86.76,2017,Margaux,France,45.0463335,-0.6729117
Pauillac (Grand Cru Classé) 2017,France,Pauillac,Château d'Armailhac,3.9,107,52.64,2017,Pauillac,France,45.1995626,-0.7484994
Figure Libre Freestyle Rouge 2018,France,Pays d'Oc,Gayda,3.7,107,11.45,2018,Pays d'Oc,France,43.604764,1.4540399
Pinot Noir 2018,France,Pays d'Oc,La Forge Estate,3.6,107,7.27,2018,Pays d'Oc,France,43.604764,1.4540399
Tinto 2018,Spain,Alicante,Vergel,3.6,107,7.35,2018,Alicante,Spain,38.3436365,-0.4881708
Les Coteaux Cabernet Sauvignon 2015,South Africa,Wellington,Mont du Toit,3.8,107,11.5,2015,Wellington,South Africa,-33.643055,19.010556
Mayro Montepulciano d'Abruzzo 2015,Italy,Montepulciano d'Abruzzo,Fosso Corno,3.7,107,7.75,2015,Montepulciano d'Abruzzo,Italy,42.1565463,14.6066804
Barbera d'Alba 2018,Italy,Barbera d'Alba,Comm. G.B. Burlotto,3.9,107,17.0,2018,Barbera d'Alba,Italy,44.7712158,8.0435811
Blauer Spätburgunder 2015,Germany,Baden,Ziereisen,3.7,107,11.31,2015,Baden,Germany,53.0023496,9.0820955
Promontory 2013,United States,Napa Valley,Promontory,4.7,107,721.34,2013,Napa Valley,United States,38.8484702,-94.413093
Tempranillo - Merlot 2015,Spain,Ribera del Duero,Rolland & Galarreta 'R&G',3.7,107,13.95,2015,Ribera del Duero,Spain,41.6657566,-3.6863295
Sankt Laurent 2017,Austria,Burgenland,Umathum,3.6,107,13.2,2017,Burgenland,Austria,47.5000001,16.4166666
Gigondas 2017,France,Gigondas,M. Chapoutier,3.9,107,24.8,2017,Gigondas,France,44.1641127,5.0051053
Driopi Classic Agiorgitiko Nemea 2017,Greece,Nemea,Κτημα Τσελεπου (Ktima Tselepos),3.7,107,11.5,2017,Nemea,Greece,37.8209952,22.6613055
Magna Malbec 2018,Argentina,San Juan,Callia,3.5,107,8.95,2018,San Juan,Argentina,-30.7054363,-69.1988222
Nero 2010,Italy,Salento,Conti Zecca,4.0,107,25.12,2010,Salento,Italy,40.248604,15.190058
Salice Salentino 2017,Italy,Salice Salentino,Epicuro,3.6,107,6.25,2017,Salice Salentino,Italy,40.3856618,17.9637483
Valpolicella Superiore 2014,Italy,Valpolicella,Rocca Sveva,3.7,107,15.84,2014,Valpolicella,Italy,45.5296706,10.9400217
Gevrey-Chambertin 2015,France,Gevrey-Chambertin,Chanson,4.1,107,50.9,2015,Gevrey-Chambertin,France,47.2261857,4.9705666
Pago de los Balagueses Garnacha Tintorera - Merlot 2014,Spain,Valencia,Vegalfaro,3.8,107,16.9,2014,Valencia,Spain,39.4697065,-0.3763353
Barolo Liste 2013,Italy,Barolo,Borgogno,4.2,107,80.01,2013,Barolo,Italy,44.6108408,7.9428448
Adrianna Vineyard Fortuna Terrae Malbec 2016,Argentina,Mendoza,Catena Zapata,4.6,107,89.9,2016,Mendoza,Argentina,-34.787093,-68.4381868
Malbec de Purcari 2018,Moldova,South Eastern,Château Purcari,4.1,107,11.98,2018,South Eastern,Moldova,47.25,28.58333
Esprit de Granit Saint-Joseph 2012,France,Saint-Joseph,Cave de Tain,4.0,107,27.93,2012,Saint-Joseph,France,49.5344534,-1.529802
Bachgart Blauburgunder 2016,Italy,Südtirol - Alto Adige,Klaus Lentsch,3.8,107,19.9,2016,Südtirol - Alto Adige,Italy,46.441472,11.282121
Crianza 2016,Spain,Rioja,Campo Viejo,3.5,1070,7.99,2016,Rioja,Spain,42.3285528,-2.4674917
Margaux de Brane (Margaux de Henri Lurton) 2014,France,Margaux,Château Brane-Cantenac,3.8,1070,34.2,2014,Margaux,France,45.0463335,-0.6729117
Shiraz 2017,South Africa,Swartland,Allesverloren,3.6,1070,10.9,2017,Swartland,South Africa,-33.29356,18.5993825
Rubesco Rosso di Torgiano 2016,Italy,Torgiano,Lungarotti,3.7,1071,9.8,2016,Torgiano,Italy,43.028542,12.44136
Yamhill Cuvée Pinot Noir 2014,United States,Willamette Valley,Domaine Serene,4.3,1071,59.0,2014,Willamette Valley,United States,44.9086731,-123.0022929
Gran Enemigo 2015,Argentina,Mendoza,El Enemigo,4.5,1072,62.39,2015,Mendoza,Argentina,-34.787093,-68.4381868
Macán Clásico 2015,Spain,Rioja,Benjamin de Rothschild - Vega Sicilia,4.3,1073,48.54,2015,Rioja,Spain,42.3285528,-2.4674917
Zinfandel 2016,United States,North Coast,Ghost Pines,3.9,1075,17.29,2016,North Coast,United States,41.506534,-81.6939953
Reserve Malbec 2016,Argentina,Tupungato,Sophenia,3.8,1076,13.09,2016,Tupungato,Argentina,-33.3723648,-69.1479533
Saint-Estèphe 2011,France,Saint-Estèphe,Château de Pez,3.9,1077,36.9,2011,Saint-Estèphe,France,45.5925,0.6633333
Rosso di Montalcino Leopoldo Franceschi 2014,Italy,Rosso di Montalcino,Tenuta Il Poggione,3.9,1077,21.34,2014,Rosso di Montalcino,Italy,43.055612,11.3592953
Saint-Estèphe (Grand Cru Classé) 2005,France,Saint-Estèphe,Château Lafon-Rochet,4.1,1077,79.95,2005,Saint-Estèphe,France,45.5925,0.6633333
Diamond Collection Zinfandel (Red Label) 2016,United States,Napa Valley,Francis Ford Coppola,3.9,1078,21.39,2016,Napa Valley,United States,38.8484702,-94.413093
Overture N.V.,United States,Napa Valley,Opus One,4.4,10799,154.99,N.V.,Napa Valley,United States,38.8484702,-94.413093
Nèprica Cabernet Sauvignon 2018,Italy,Puglia,Tormaresca,3.5,108,8.33,2018,Puglia,Italy,40.9842539,16.6210027
Veneto Rosso del Bepi 2010,Italy,Veneto,Quintarelli Giuseppe,4.4,108,115.92,2010,Veneto,Italy,45.6476663,11.8665254
Taurasi 2015,Italy,Taurasi,Feudi di San Gregorio,4.1,108,17.45,2015,Taurasi,Italy,41.0083503,14.9574387
Tributo Carmenère 2018,Chile,Colchagua Valley,Caliterra,3.7,108,9.64,2018,Colchagua Valley,Chile,-30.0,-71.0
Lalande-de-Pomerol 2014,France,Lalande-de-Pomerol,Château Les Hauts-Conseillants,4.0,108,20.37,2014,Lalande-de-Pomerol,France,44.9560756,-0.2104434
Coteaux Du Languedoc La Clape L'Hospitalitas 2015,France,La Clape,Gérard Bertrand,4.4,108,71.39,2015,La Clape,France,42.9675839,2.5482974
Shiraz 2015,South Africa,Stellenbosch,Kaapzicht,4.0,108,15.55,2015,Stellenbosch,South Africa,-33.934444,18.869167
Gigondas Valbelle 2015,France,Gigondas,Château de Saint Cosme,4.3,108,49.95,2015,Gigondas,France,44.1641127,5.0051053
Primitivo di Manduria 2018,Italy,Primitivo di Manduria,Terre di Campo Sasso,4.1,108,8.28,2018,Primitivo di Manduria,Italy,40.4002788,17.6374622
Redhill Pinotage 2017,South Africa,Stellenbosch,Simonsig,4.2,108,19.4,2017,Stellenbosch,South Africa,-33.934444,18.869167
Finca Dofí 2017,Spain,Priorat,Álvaro Palacios,4.4,108,69.95,2017,Priorat,Spain,41.2137983,0.8116236
Unique Selection 2015,Chile,Colchagua Valley,Siegel,4.2,108,28.9,2015,Colchagua Valley,Chile,-30.0,-71.0
Sud Malvasia Nera 2016,Italy,Salento,San Marzano,3.9,108,7.25,2016,Salento,Italy,40.248604,15.190058
Alboreto Nobile di Montepulciano 2016,Italy,Vino Nobile di Montepulciano,Talosa,3.9,108,14.13,2016,Vino Nobile di Montepulciano,Italy,43.0716467,11.8054771
Tempranillo Reserva 2010,Spain,Rioja,Bodegas Amaren,4.2,108,34.9,2010,Rioja,Spain,42.3285528,-2.4674917
Bordeaux Supérieur 2017,France,Bordeaux Supérieur,Château Picon,3.5,108,7.35,2017,Bordeaux Supérieur,France,44.884045,-0.562129
Valpolicella Valpantena 2017,Italy,Valpolicella Valpantena,Costa Arente,3.8,108,15.67,2017,Valpolicella Valpantena,Italy,45.53333,11.0
Poggio Al Tufo Alicante 2015,Italy,Maremma Toscana,Tommasi,3.9,108,20.32,2015,Maremma Toscana,Italy,42.7027722,11.1367433
Conde de Valdemar Reserva 2012,Spain,Rioja,Bodegas Valdemar,4.0,108,13.26,2012,Rioja,Spain,42.3285528,-2.4674917
Rondeur Appassimento 2018,France,Pays d'Oc,Domaine La Grange,4.2,108,9.37,2018,Pays d'Oc,France,43.604764,1.4540399
Zarihs Syrah 2016,Spain,Campo de Borja,Borsao,4.1,108,15.69,2016,Campo de Borja,Spain,41.7865415,-1.5058323
Merlot Selección 2016,Spain,Extremadura,Coloma,4.0,108,11.95,2016,Extremadura,Spain,39.1748426,-6.1529891
Tinto 2000,Spain,Castilla y León,Dehesa La Granja,4.1,108,35.0,2000,Castilla y León,Spain,41.55005,-5.1387401
Siebeneich Merlot Riserva 2016,Italy,Südtirol - Alto Adige,Colterenzio (Schreckbichl),3.8,108,19.01,2016,Südtirol - Alto Adige,Italy,46.441472,11.282121
Cabernet Sauvignon 2017,South Africa,Stellenbosch,Stark-Condé,3.8,108,11.99,2017,Stellenbosch,South Africa,-33.934444,18.869167
Amarone 2012,Italy,Amarone della Valpolicella,Musella,4.2,108,29.12,2012,Amarone della Valpolicella,Italy,42.83333,12.83333
Reserva 2012,Spain,Rioja,Ortega Ezquerro,3.9,108,13.95,2012,Rioja,Spain,42.3285528,-2.4674917
Palha Canas Tinto 2016,Portugal,Lisboa,Casa Santos Lima,3.6,108,8.9,2016,Lisboa,Portugal,38.7077507,-9.1365919
12 e Mezzo Primitivo del Salento 2017,Italy,Salento,Varvaglione,3.9,1080,7.25,2017,Salento,Italy,40.248604,15.190058
50 & 50 2013,Italy,Toscana,Capannelle,4.4,1081,112.0,2013,Toscana,Italy,43.4586541,11.1389204
Cabernet Sauvignon de Purcari 2017,Moldova,South Eastern,Château Purcari,4.1,1082,12.98,2017,South Eastern,Moldova,47.25,28.58333
Ca'Marcanda Promis Toscana 2017,Italy,Toscana,Gaja,4.0,1083,30.9,2017,Toscana,Italy,43.4586541,11.1389204
Cabernet Sauvignon - Merlot 2015,Spain,Somontano,Enate,3.6,1084,9.5,2015,Somontano,Spain,42.0883878,0.0994041
Conde de Valdemar Gran Reserva 2008,Spain,Rioja,Bodegas Valdemar,4.0,1084,19.99,2008,Rioja,Spain,42.3285528,-2.4674917
Whole Berry Cabernet Sauvignon 2017,South Africa,Robertson,Springfield Estate,4.1,1084,16.75,2017,Robertson,South Africa,-33.802222,19.883611
Clásico Garnacha 2018,Spain,Campo de Borja,Borsao,3.6,1085,5.99,2018,Campo de Borja,Spain,41.7865415,-1.5058323
Sideral 2017,Chile,Cachapoal Valley,Altaïr,4.2,1085,21.45,2017,Cachapoal Valley,Chile,-30.0,-71.0
Charles Wetmore Cabernet Sauvignon 2014,United States,Livermore Valley,Wente,4.0,1086,21.1,2014,Livermore Valley,United States,36.009638,-115.2831998
Saint-Estèphe 2012,France,Saint-Estèphe,Château de Pez,4.0,1089,33.9,2012,Saint-Estèphe,France,45.5925,0.6633333
Gran Reserva Cabernet Sauvignon 2017,Chile,Maipo Valley,Carmen,3.8,1089,11.65,2017,Maipo Valley,Chile,-30.0,-71.0
Mentor Cabernet 2013,Australia,Barossa,Peter Lehmann,3.9,109,32.69,2013,Barossa,Australia,-34.6134149,138.9385455
Montagne-Saint-Émilion 2016,France,Montagne-Saint-Émilion,Clos de Bouard,4.0,109,27.2,2016,Montagne-Saint-Émilion,France,44.9239804,-0.1798164
Les Cépages Cabernet Sauvignon 2018,France,Pays d'Oc,Baron Philippe de Rothschild,3.4,109,7.27,2018,Pays d'Oc,France,43.604764,1.4540399
L'Esprit Terroir La Clape 2015,France,La Clape,Château Rouquette Sur Mer,3.8,109,14.95,2015,La Clape,France,42.9675839,2.5482974
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2015,France,Saint-Émilion Grand Cru,Château Belair-Monange,4.3,109,224.95,2015,Saint-Émilion Grand Cru,France,44.847147,-0.547337
Pinot Noir 2017,United States,Central Coast,Ryder Estate,3.7,109,16.72,2017,Central Coast,United States,44.4190178,-124.0763817
Malbec 2018,France,Comté Tolosan,Carmelle,3.7,109,6.45,2018,Comté Tolosan,France,43.105511,5.844843
Merlot 2015,United States,Washington,Stimson Estate Cellars,3.6,109,8.29,2015,Washington,United States,38.8950368,-77.0365427
Blaufränkisch 2017,Austria,Burgenland,Krutzler,3.5,109,8.98,2017,Burgenland,Austria,47.5000001,16.4166666
I Sodi del Paretaio 2018,Italy,Chianti,Badia di Morrona,3.5,109,7.99,2018,Chianti,Italy,43.5824597,11.3168731
Villa Blanche Syrah 2017,France,Pays d'Oc,Calmel & Joseph,3.8,109,7.4,2017,Pays d'Oc,France,43.604764,1.4540399
Arbossar 2016,Spain,Priorat,Terroir Al Límit Soc. Lda,4.0,109,60.0,2016,Priorat,Spain,41.2137983,0.8116236
Amarone Della Valpolicella Marta Galli 2007,Italy,Amarone della Valpolicella,Le Ragose,4.3,109,59.9,2007,Amarone della Valpolicella,Italy,42.83333,12.83333
Vera Cruz Shiraz 2014,South Africa,Stellenbosch,Delheim,4.3,109,35.5,2014,Stellenbosch,South Africa,-33.934444,18.869167
Poggio d'Arna Toscana 2016,Italy,Toscana,Tenuta di Sesta,4.0,109,12.58,2016,Toscana,Italy,43.4586541,11.1389204
Contador Rioja 2014,Spain,Rioja,Bodega Contador (Benjamín Romeo),4.6,109,328.95,2014,Rioja,Spain,42.3285528,-2.4674917
Fronsac 2015,France,Fronsac,Château Moulin Haut-Laroque,4.0,109,22.37,2015,Fronsac,France,42.9509183,0.6487221
Pinot Noir *** 2014,Germany,Baden,Weingut Holger Koch,3.6,109,29.95,2014,Baden,Germany,53.0023496,9.0820955
Lemberger Trocken 2014,Germany,Württemberg,Grafen Neipperg,3.2,109,9.6,2014,Württemberg,Germany,48.3366504,9.0994058
Sestal 2014,Spain,Mallorca,Ses Talaioles,4.2,109,31.68,2014,Mallorca,Spain,39.613432,2.8829185
Pomerol 2012,France,Pomerol,Château Gombaude-Guillot,4.1,109,68.81,2012,Pomerol,France,44.9311234,-0.1999904
Priorat Cruor 2016,Spain,Priorat,Casa Gran del Siurana,4.1,109,20.99,2016,Priorat,Spain,41.2137983,0.8116236
Domaine de la Madone Beaujolais Le Perréon 2018,France,Beaujolais,Jean-Marc Despres,3.7,109,8.67,2018,Beaujolais,France,46.1186123,4.6156707
Saint-Estèphe 2016,France,Saint-Estèphe,Château Clauzet,3.8,109,24.75,2016,Saint-Estèphe,France,45.5925,0.6633333
Valpolicella Superiore 2014,Italy,Valpolicella,Allegrini,3.7,1092,13.16,2014,Valpolicella,Italy,45.5296706,10.9400217
The Scribbler Cabernet - Shiraz 2013,Australia,Barossa Valley,Yalumba,3.6,1093,20.76,2013,Barossa Valley,Australia,-34.5817132,138.9987872
Boom Boom! Syrah 2016,United States,Columbia Valley,Charles Smith,3.5,1093,18.42,2016,Columbia Valley,United States,46.1576117,-122.9748352
Margaux (Grand Cru Classé) 2010,France,Margaux,Château Prieuré-Lichine,4.2,1094,79.0,2010,Margaux,France,45.0463335,-0.6729117
Crianza Tempranillo 2016,Spain,Rioja,Baigorri,3.8,1097,12.6,2016,Rioja,Spain,42.3285528,-2.4674917
Berola 2014,Spain,Campo de Borja,Borsao,3.9,1098,14.5,2014,Campo de Borja,Spain,41.7865415,-1.5058323
Blaufränkisch 2017,Austria,Burgenland,Rosi Schuster,3.7,110,14.9,2017,Burgenland,Austria,47.5000001,16.4166666
Spätburgunder 2017,Germany,Ahr,Jean Stodden,3.5,110,12.4,2017,Ahr,Germany,50.4728741,6.9477258
Brunello di Montalcino Riserva 2011,Italy,Brunello di Montalcino,Biondi-Santi,4.5,110,447.43,2011,Brunello di Montalcino,Italy,43.3204995,11.3281859
Cabernet Sauvignon 2015,Argentina,Uco Valley,DiamAndes,3.8,110,16.99,2015,Uco Valley,Argentina,-34.0,-64.0
Italian Collection Tosca 2011,South Africa,Stellenbosch,Morgenster Estate,4.0,110,24.32,2011,Stellenbosch,South Africa,-33.934444,18.869167
Cabernet Sauvignon 2016,South Africa,Stellenbosch,Meerlust,4.1,110,21.34,2016,Stellenbosch,South Africa,-33.934444,18.869167
Saint-Émilion Grand Cru (Grand Cru Classé) 2005,France,Saint-Émilion Grand Cru,Clos des Jacobins,4.2,110,58.95,2005,Saint-Émilion Grand Cru,France,44.847147,-0.547337
Nero d'Avola 2018,Italy,Terre Siciliane,Fatascia,3.6,110,7.53,2018,Terre Siciliane,Italy,42.83333,12.83333
Givry 2017,France,Givry,Joseph Drouhin,3.9,110,19.4,2017,Givry,France,46.7831191,4.7432564
Bordeaux Réserve Rouge 2015,France,Bordeaux,Château Rauzan Despagne,3.4,110,18.9,2015,Bordeaux,France,44.841225,-0.5800364
Bricco Dei Merli Barbera d'Alba 2014,Italy,Barbera d'Alba,Elvio Cogno,3.6,110,19.95,2014,Barbera d'Alba,Italy,44.7712158,8.0435811
Bandol Rouge 2007,France,Bandol,Gros' Noré,3.9,110,59.0,2007,Bandol,France,43.1357717,5.7523647
Teldeschi Vineyard Zinfandel 2016,United States,Dry Creek Valley,Ravenswood,4.0,110,33.95,2016,Dry Creek Valley,United States,39.9545792,-119.9544961
